AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,EulerX,EulerY,EulerZ,q0,q1,q2,q3
0.23350799,-6.71E-04,-0.986614,-3.5349998,2.3624997,-0.51625,0.16422,-0.09282,1.03138,-176.74667,13.008683,-14.215811,0.013975958,0.98592824,-0.11970151,0.11585255
0.226676,-0.00183,-0.990762,-3.57875,2.3974998,-0.525,0.1624,-0.093100004,1.0309601,-176.85362,12.715733,-14.175236,0.013417953,0.9862586,-0.11956498,0.113217115
0.226676,-0.00183,-0.990762,-3.57875,2.3974998,-0.525,0.16226001,-0.098560005,1.0302601,-176.74487,12.630837,-14.202256,0.014420416,0.98629576,-0.1197209,0.11260381
0.237839,-0.006222,-0.98460096,-3.8237498,2.12625,0.14,0.16142,-0.09618,1.0325,-176.83578,13.126016,-14.2537985,0.013041574,0.9857869,-0.12007605,0.11677244
0.229848,-0.00671,-0.98148996,-3.8324995,2.5374997,-0.20124999,0.16352001,-0.09436,1.0325,-176.95943,13.000356,-14.254219,0.012115951,0.98592013,-0.12024976,0.115562595
0.229848,-0.00671,-0.98148996,-3.8324995,2.5374997,-0.20124999,0.16198,-0.093380004,1.0381,-176.96954,12.964505,-14.268757,0.012053641,0.9859399,-0.12039758,0.11524529
0.238144,-0.011895,-0.988383,-3.8149998,1.9687499,-1.07625,0.15988,-0.09926,1.03054,-176.97702,13.240566,-14.323516,0.011628804,0.98561835,-0.12077934,0.117616095
0.238144,-0.011895,-0.988383,-3.8149998,1.9687499,-1.07625,0.16198,-0.0952,1.0351601,-177.06458,13.316695,-14.331802,0.01078313,0.9855441,-0.12091407,0.11817887
0.23668,-0.009211,-0.987346,-3.8587496,2.0212498,-0.62125,0.15876001,-0.098280005,1.03572,-176.88954,13.265065,-14.390074,0.012285674,0.9855152,-0.121253155,0.11792598
0.23668,-0.009211,-0.987346,-3.8587496,2.0212498,-0.62125,0.16254,-0.09254,1.0339,-177.02052,13.2515955,-14.374711,0.011189955,0.9855579,-0.12126044,0.11767007
0.24064499,-0.008723,-0.98966396,-4.48,1.7062498,0.28874996,0.15918,-0.10136,1.03404,-176.75555,13.354991,-14.493333,0.013230723,0.9853033,-0.121969864,0.11885233
0.236924,-0.004819,-0.97703695,-5.03125,1.68,0.45499995,0.16394,-0.09646,1.0346,-176.7147,13.313811,-14.528737,0.013591565,0.9853008,-0.12224728,0.11854623
0.236924,-0.004819,-0.97703695,-5.03125,1.68,0.45499995,0.16058001,-0.09702,1.03418,-176.68604,13.300629,-14.570168,0.013809958,0.98526585,-0.1225788,0.11846857
0.24741599,-0.015006,-0.989115,-4.1737494,1.8899999,0.33249998,0.15904,-0.09702,1.03502,-177.02496,13.699719,-14.62152,0.010392398,0.9848528,-0.12322908,0.121538304
0.24741599,-0.015006,-0.989115,-4.1737494,1.8899999,0.33249998,0.16114001,-0.10052,1.03642,-176.94276,13.805773,-14.7263565,0.010866929,0.9846253,-0.12400431,0.122547336
0.239669,-0.005551,-0.988139,-4.08625,1.82875,0.07,0.15946001,-0.10164,1.0403401,-176.62181,13.449777,-14.791986,0.013962045,0.98487365,-0.124362074,0.11984565
0.247477,-0.012444,-0.98935896,-4.9962497,1.4087499,0.21,0.15736,-0.09758,1.03726,-176.86337,13.684836,-14.830575,0.011576257,0.98462594,-0.12485955,0.12160549
0.247477,-0.012444,-0.98935896,-4.9962497,1.4087499,0.21,0.1645,-0.104720004,1.03012,-176.73373,13.745528,-14.938373,0.012505513,0.98443377,-0.12562503,0.12227948
0.23741199,-0.002013,-0.976976,-5.4424996,1.1987499,0.47249997,0.16184,-0.10346001,1.0396401,-176.40562,13.373897,-15.002074,0.015688077,0.9846903,-0.12597167,0.11945746
0.23741199,-0.002013,-0.976976,-5.4424996,1.1987499,0.47249997,0.16128,-0.09968,1.03404,-176.48126,13.271833,-15.007771,0.01515077,0.98479307,-0.1261399,0.11849878
0.23424,-0.007929999,-0.98460096,-5.0487494,1.3299999,0.32374996,0.1596,-0.10514,1.03474,-176.66046,13.114787,-15.056783,0.01374307,0.9849122,-0.12680617,0.11695869
0.23655799,-0.006405,-0.98935896,-4.3575,1.7499999,0.02625,0.15918,-0.10276,1.03558,-176.63544,13.116998,-15.104032,0.013907119,0.98485476,-0.12718591,0.11701107
0.23655799,-0.006405,-0.98935896,-4.3575,1.7499999,0.02625,0.16534,-0.10304,1.03432,-176.65616,13.116379,-15.13729,0.0136959,0.9848208,-0.12749308,0.11698676
0.241377,-0.010492,-0.987651,-4.59375,1.7412499,-0.19249998,0.161,-0.096880004,1.0353,-176.84758,13.357687,-15.142133,0.011763743,0.98460394,-0.12764092,0.11884602
0.241377,-0.010492,-0.987651,-4.59375,1.7412499,-0.19249998,0.16156,-0.10038,1.03264,-176.76814,13.421224,-15.190637,0.012321371,0.9844795,-0.12795131,0.11948512
0.237656,-0.008296,-0.98130697,-4.8562493,1.995,-0.0175,0.161,-0.101780005,1.0271801,-176.66008,13.33699,-15.2415085,0.01329598,0.9844926,-0.12830806,0.11888863
0.237656,-0.008296,-0.98130697,-4.8562493,1.995,-0.0175,0.16520001,-0.105840005,1.03152,-176.60896,13.311062,-15.300649,0.013704237,0.9844454,-0.1287732,0.11873036
0.238205,-0.007564,-0.98636997,-4.97,1.6274999,-0.1575,0.16492,-0.103180006,1.03558,-176.63681,13.256255,-15.323327,0.013506576,0.9844761,-0.12901802,0.118231334
0.239059,-0.003721,-0.986309,-4.41875,2.0475,0.122499995,0.16926001,-0.0966,1.0344601,-176.634,13.255933,-15.29698,0.013558119,0.9845058,-0.12878895,0.1182286
0.239059,-0.003721,-0.986309,-4.41875,2.0475,0.122499995,0.16170001,-0.098000005,1.02606,-176.56303,13.254342,-15.301398,0.014165348,0.98449373,-0.12875426,0.11829526
0.23466699,-0.009333,-0.982039,-4.6724997,2.09125,0.02625,0.16114001,-0.09814,1.0344601,-176.81905,13.184176,-15.28982,0.012060579,0.9846035,-0.12894484,0.11740376
0.23466699,-0.009333,-0.982039,-4.6724997,2.09125,0.02625,0.16562,-0.098840006,1.0304,-176.81071,13.162144,-15.313471,0.012133814,0.98459715,-0.12914772,0.11722646
0.247172,-0.01098,-0.983808,-4.41875,1.88125,-0.21,0.15862,-0.09954,1.02984,-176.70305,13.631115,-15.37377,0.012440207,0.9840601,-0.12937593,0.121379204
0.241255,-0.007686,-0.98594296,-4.1124997,1.8462499,0.19249998,0.16506,-0.10108,1.03264,-176.65921,13.479028,-15.392764,0.012977464,0.9841838,-0.12955162,0.120125905
0.241255,-0.007686,-0.98594296,-4.1124997,1.8462499,0.19249998,0.16002001,-0.10682,1.0332,-176.52408,13.433674,-15.465723,0.014115765,0.9841294,-0.13005444,0.11989847
0.245525,-0.012261,-0.989725,-4.41,1.9512498,-0.07875,0.16016,-0.10388,1.02816,-176.70721,13.596087,-15.503294,0.012309153,0.9839484,-0.1305061,0.12108795
0.245525,-0.012261,-0.989725,-4.41,1.9512498,-0.07875,0.15988,-0.103180006,1.03138,-176.70793,13.638619,-15.552242,0.012200266,0.9838504,-0.13091063,0.12145723
0.246196,-0.007991,-0.97905,-4.7074995,1.6362499,0.2625,0.16338,-0.10626,1.03572,-176.45865,13.718431,-15.631658,0.014159513,0.98365164,-0.1312955,0.122436054
0.24894099,-0.010919,-0.983015,-4.8824997,1.7149999,0.27124998,0.16128,-0.10738,1.03334,-176.5189,13.837092,-15.693867,0.013431817,0.9834687,-0.13184594,0.123391815
0.24894099,-0.010919,-0.983015,-4.8824997,1.7149999,0.27124998,0.16170001,-0.10416,1.0375401,-176.5776,13.868587,-15.72959,0.012851297,0.9834026,-0.13220313,0.123598285
0.23722899,-0.007747,-0.98551595,-4.4449997,1.3999999,0.13125,0.16254,-0.10332,1.02984,-176.6096,13.36541,-15.726607,0.013191379,0.9839074,-0.132411,0.11924596
0.23722899,-0.007747,-0.98551595,-4.4449997,1.3999999,0.13125,0.1624,-0.099400006,1.0358601,-176.68892,13.226381,-15.714878,0.012691211,0.98406416,-0.13244648,0.11796027
0.239242,-0.009333,-0.988444,-4.6199994,1.4174999,-0.14,0.16254,-0.10108,1.03782,-176.69695,13.251727,-15.72755,0.012578569,0.98402596,-0.13255377,0.11816986
0.239242,-0.009333,-0.988444,-4.6199994,1.4174999,-0.14,0.16226001,-0.10416,1.0368401,-176.63365,13.25666,-15.7646475,0.013077672,0.9839713,-0.13280517,0.11828959
0.241621,-0.00671,-0.98118496,-4.8474994,1.4874998,0.122499995,0.16058001,-0.10136,1.03418,-176.52087,13.389487,-15.793835,0.013853788,0.9837957,-0.13288617,0.119563125
0.23619199,-0.007503,-0.978623,-5.1012497,1.2512499,-0.043749996,0.16170001,-0.09436,1.03124,-176.74121,13.246649,-15.732083,0.01219986,0.9840305,-0.13264032,0.11807554
0.23619199,-0.007503,-0.978623,-5.1012497,1.2512499,-0.043749996,0.16114001,-0.0987,1.0306801,-176.64757,13.202631,-15.742009,0.013047277,0.984051,-0.13264614,0.11780737
0.245098,-0.007137,-0.98874897,-4.41,1.7499999,0.035,0.16814001,-0.10024,1.03502,-176.59286,13.456315,-15.748762,0.013201397,0.98379135,-0.13254793,0.12004759
0.245098,-0.007137,-0.98874897,-4.41,1.7499999,0.035,0.16058001,-0.10388,1.04006,-176.49217,13.522744,-15.780357,0.013951685,0.9836778,-0.13268682,0.12073758
0.23588699,-0.009699,-0.983808,-4.4362497,1.7237499,-0.07,0.15946001,-0.10192,1.03656,-176.71176,13.26433,-15.763521,0.012398876,0.98397374,-0.13287307,0.11826474
0.244244,-0.010614,-0.98454,-4.8999996,1.7324998,-0.21,0.16464001,-0.10416,1.03852,-176.61693,13.508944,-15.810493,0.012865786,0.98367107,-0.13308237,0.12047807
0.244244,-0.010614,-0.98454,-4.8999996,1.7324998,-0.21,0.15904,-0.098560005,1.03656,-176.69417,13.5774145,-15.803637,0.012126467,0.98362005,-0.13307802,0.12097482
0.24570799,-0.003965,-0.978562,-4.8562493,1.7849998,0.14,0.15848,-0.097720005,1.0375401,-176.4127,13.639974,-15.813139,0.01445593,0.98351455,-0.13283633,0.121838935
0.24570799,-0.003965,-0.978562,-4.8562493,1.7849998,0.14,0.15904,-0.09982,1.0388,-176.3926,13.659429,-15.796237,0.01462269,0.9835123,-0.13266186,0.12202689
0.240218,-0.016348,-0.993934,-4.36625,1.7149999,-0.25374997,0.16212,-0.098280005,1.03726,-177.03578,13.448536,-15.7282295,0.00942964,0.9838664,-0.13283741,0.11946598
0.235094,-0.002806,-0.974231,-4.3837495,1.6099999,-0.1575,0.16170001,-0.09996,1.04118,-176.45639,13.222436,-15.763374,0.014642769,0.98398405,-0.13262486,0.11820115
0.235094,-0.002806,-0.974231,-4.3837495,1.6099999,-0.1575,0.16492,-0.09996,1.04244,-176.5041,13.164217,-15.720129,0.014348459,0.9840959,-0.13232598,0.117641054
0.251991,-0.015006,-0.982771,-4.1737494,1.81125,0.34124997,0.1624,-0.10136,1.0413201,-176.78688,13.858458,-15.760958,0.011033787,0.98339844,-0.13270177,0.12327281
0.251991,-0.015006,-0.982771,-4.1737494,1.81125,0.34124997,0.15820001,-0.09758,1.03726,-176.8111,14.044663,-15.793034,0.010564675,0.98317415,-0.13293143,0.12484409
0.23741199,-0.00854,-0.98332,-3.4737499,2.0037498,0.21874999,0.15848,-0.102060005,1.03782,-176.65274,13.476484,-15.808972,0.012599775,0.9837085,-0.13311961,0.12015796
0.23741199,-0.00854,-0.98332,-3.4737499,2.0037498,0.21874999,0.15820001,-0.10444,1.0367,-176.61111,13.314947,-15.842668,0.013119424,0.98382187,-0.13342889,0.118824676
0.241194,-0.014884,-0.98935896,-3.85,2.3012497,-0.33249998,0.16394,-0.103180006,1.0396401,-176.87263,13.432345,-15.847288,0.010725918,0.9837294,-0.13369538,0.11952731
0.244915,-0.014823,-0.98576,-4.2612495,1.6712499,0.00875,0.15722,-0.09996,1.03544,-176.81927,13.614391,-15.8970785,0.010908824,0.9834871,-0.13399796,0.12115551
0.244915,-0.014823,-0.98576,-4.2612495,1.6712499,0.00875,0.16422,-0.099120006,1.0375401,-176.87256,13.665116,-15.909557,0.010376028,0.98342717,-0.13414226,0.121529244
0.237717,-0.013176,-0.980636,-5.1537495,1.6362499,0.0175,0.1603,-0.09954,1.03936,-176.81648,13.424545,-15.931516,0.011129511,0.9836332,-0.13436282,0.1195341
0.237717,-0.013176,-0.980636,-5.1537495,1.6362499,0.0175,0.16044,-0.10052,1.04006,-176.80008,13.356286,-15.960534,0.011324081,0.9836641,-0.13462083,0.11897079
0.247111,-0.014213,-0.98594296,-5.425,1.4962499,0.14,0.16198,-0.094220005,1.03474,-176.86183,13.65361,-15.963329,0.010425151,0.9833745,-0.13459666,0.121448055
0.246501,-0.010797,-0.980392,-5.36375,1.8462499,0.21874999,0.16128,-0.094500005,1.04188,-176.71375,13.73961,-15.967269,0.011585848,0.98326993,-0.13443981,0.12235955
0.246501,-0.010797,-0.980392,-5.36375,1.8462499,0.21874999,0.16492,-0.101780005,1.0381,-176.59804,13.760984,-15.997832,0.012519565,0.9832005,-0.13456988,0.12268181
0.245586,-0.012871,-0.98454,-4.9349995,1.5399998,0.19249998,0.16226001,-0.10108,1.03782,-176.71962,13.708562,-16.00323,0.011535435,0.98325926,-0.13476677,0.12209014
0.245586,-0.012871,-0.98454,-4.9349995,1.5399998,0.19249998,0.16324,-0.10164,1.03796,-176.70627,13.6922655,-16.029327,0.011642286,0.98324347,-0.1349829,0.12196878
0.240767,-0.005795,-0.97654897,-5.0049996,1.6274999,0.13125,0.16366,-0.09114,1.03866,-176.66144,13.511615,-15.958374,0.012325089,0.9835008,-0.13439743,0.12046528
0.25070998,-0.013115,-0.98893195,-4.8650002,1.8987501,0.105,0.15974,-0.0973,1.0361401,-176.73909,13.809573,-15.966432,0.011283053,0.9832034,-0.13443246,0.12292947
0.25070998,-0.013115,-0.98893195,-4.8650002,1.8987501,0.105,0.1631,-0.10066,1.03782,-176.68831,13.889268,-15.991666,0.011593248,0.98308843,-0.13456306,0.123674676
0.235582,-0.010004,-0.987468,-4.3924994,2.0299997,0.14874999,0.1638,-0.10444,1.03418,-176.67409,13.324009,-15.998865,0.01240568,0.9836373,-0.13483155,0.11884608
0.235582,-0.010004,-0.987468,-4.3924994,2.0299997,0.14874999,0.16226001,-0.097160004,1.0339,-176.80496,13.169092,-15.972241,0.011500563,0.9838312,-0.13479735,0.11736066
0.263154,-4.88E-04,-0.998082,-4.7774997,2.6949997,0.39374998,0.16366,-0.1022,1.03292,-176.03415,13.985667,-16.072624,0.016997099,0.9828145,-0.13450645,0.12527879
0.263154,-4.88E-04,-0.998082,-4.7774997,2.6949997,0.39374998,0.16436,-0.105560005,1.0361401,-176.02055,14.209409,-16.05398,0.016855437,0.98260665,-0.13423163,0.1272084
0.244915,-0.008357,-0.98521096,-6.0462494,3.08875,0.6999999,0.1624,-0.10276,1.03502,-176.49289,13.798099,-15.995968,0.013377922,0.98315376,-0.13442612,0.123123124
0.247294,-1.83E-04,-0.98264897,-7.0437493,2.3974998,0.45499995,0.15904,-0.09492,1.03712,-176.22748,13.6777315,-15.968582,0.015833326,0.98327184,-0.13395712,0.12239877
0.247294,-1.83E-04,-0.98264897,-7.0437493,2.3974998,0.45499995,0.16422,-0.10808,1.0410401,-176.02455,13.639844,-15.999371,0.017588625,0.9832435,-0.13402104,0.12231582
0.251808,-0.002074,-0.99503195,-5.74875,1.4612498,0.46374997,0.161,-0.10346001,1.0396401,-176.21323,13.689382,-15.968447,0.015941292,0.9832584,-0.13393573,0.12251525
0.251808,-0.002074,-0.99503195,-5.74875,1.4612498,0.46374997,0.16128,-0.102620006,1.0344601,-176.21713,13.701828,-15.956764,0.01590489,0.9832603,-0.13383432,0.122615755
0.263825,0.011407,-1.011075,-5.1537495,1.4174999,-0.83125,0.16072,-0.10164,1.03208,-175.6475,13.863049,-15.902942,0.020650906,0.98307174,-0.13268547,0.1246512
0.24156,-0.017750999,-1.017175,-3.7099998,0.061249997,-1.1725,0.16772,-0.101220004,1.03124,-177.15004,13.321761,-15.683563,0.008648192,0.9840511,-0.13261768,0.11824242
0.24156,-0.017750999,-1.017175,-3.7099998,0.061249997,-1.1725,0.16884,-0.1001,1.03474,-177.12364,13.154518,-15.688449,0.009071871,0.9842051,-0.1326914,0.116838194
0.207278,-0.008174,-0.992226,-5.4337497,-2.0475,-1.9424999,0.16296001,-0.09296,1.03292,-177.14294,11.860535,-15.576081,0.010571653,0.98551667,-0.13218975,0.10569333
0.207278,-0.008174,-0.992226,-5.4337497,-2.0475,-1.9424999,0.15876001,-0.085820004,1.03642,-177.26814,11.4936495,-15.467847,0.010030701,0.98596454,-0.13149329,0.10238567
0.238815,-0.010675,-0.979172,-5.5037494,-5.7749996,0.75249994,0.15778,-0.08904,1.02886,-176.95638,12.63013,-15.568769,0.011259791,0.98482114,-0.13168193,0.11251883
0.231007,-0.006588,-0.96703297,-5.31125,-2.7037497,1.26,0.16268,-0.086940005,1.0388,-176.91508,12.812549,-15.570812,0.011393798,0.9846458,-0.13159285,0.1141328
0.231007,-0.006588,-0.96703297,-5.31125,-2.7037497,1.26,0.15820001,-0.08764,1.036,-176.879,12.861707,-15.576384,0.011639264,0.98458976,-0.13158678,0.114596836
0.225639,-0.011895,-0.98594296,-4.08625,3.5524998,1.8637497,0.16366,-0.093660004,1.03558,-177.08629,12.761364,-15.614759,0.009940459,0.9846588,-0.1321588,0.1135004
0.225639,-0.011895,-0.98594296,-4.08625,3.5524998,1.8637497,0.15778,-0.09268,1.03796,-177.0616,12.729413,-15.687142,0.010119528,0.98460263,-0.13276753,0.113260955
0.250771,-0.009821,-0.993019,-3.4387498,11.882499,3.57875,0.15442,-0.101500005,1.0417401,-176.47275,13.858207,-15.947453,0.013528734,0.9831479,-0.13396361,0.12365619
0.250771,-0.009821,-0.993019,-3.4387498,11.882499,3.57875,0.1568,-0.10108,1.0388,-176.4994,14.16534,-16.074265,0.012781548,0.98269004,-0.13495415,0.12627113
0.279624,-0.015738,-0.990213,-4.9874997,9.98375,4.8299994,0.15372,-0.10626,1.03628,-176.22803,15.350929,-16.366175,0.013283227,0.9810443,-0.13663425,0.13677274
0.246623,-0.003355,-0.9882,-6.83375,5.6787496,3.5699997,0.15820001,-0.106960006,1.03838,-176.09387,14.162712,-16.42776,0.015871378,0.9822217,-0.13753827,0.12677498
0.246623,-0.003355,-0.9882,-6.83375,5.6787496,3.5699997,0.15904,-0.102060005,1.03978,-176.19272,13.824597,-16.47772,0.015400199,0.98251647,-0.13822353,0.12376775
0.25986,-0.003538,-0.987102,-7.507499,-2.5374997,0.97999996,0.15148,-0.1008,1.04468,-176.08115,13.967741,-16.496038,0.016154101,0.98233557,-0.1381964,0.1251306
0.25986,-0.003538,-0.987102,-7.507499,-2.5374997,0.97999996,0.15932,-0.0987,1.0434201,-176.16711,14.014239,-16.457825,0.015399561,0.98234653,-0.13794225,0.12541987
0.22057599,-0.00854,-0.993263,-7.0874996,-5.6262493,1.3825,0.15470001,-0.09898,1.04006,-176.8209,12.463602,-16.358152,0.011857386,0.98402894,-0.13839187,0.1113287
0.229726,1.22E-04,-0.976976,-7.3324995,-5.6524997,2.7912498,0.15302001,-0.08876,1.04384,-176.50125,12.400527,-16.40939,0.014632124,0.98398685,-0.13854584,0.111179724
0.229726,1.22E-04,-0.976976,-7.3324995,-5.6524997,2.7912498,0.15988,-0.08568,1.0409,-176.60612,12.394343,-16.385786,0.013762351,0.9840338,-0.13844718,0.11099701
0.219356,0.005124,-0.96867996,-6.9649997,-6.5012493,3.9374998,0.15414001,-0.085820004,1.05168,-176.49713,11.982127,-16.399042,0.015206894,0.9843666,-0.13861807,0.10759329
0.219356,0.005124,-0.96867996,-6.9649997,-6.5012493,3.9374998,0.14686,-0.08092,1.04356,-176.54855,11.869772,-16.403341,0.014903266,0.98446465,-0.13874683,0.10656731
0.213561,0.00366,-0.98655295,-5.69625,-6.3874993,3.73625,0.14994,-0.08022,1.0396401,-176.78316,11.497564,-16.37211,0.01338584,0.9848451,-0.13883321,0.10308377
0.210877,2.44E-04,-0.973682,-4.9962497,-6.3699994,3.3162498,0.15176,-0.0847,1.04314,-176.85603,11.429375,-16.394196,0.012825623,0.9848831,-0.1391131,0.10241232
0.210877,2.44E-04,-0.973682,-4.9962497,-6.3699994,3.3162498,0.14938,-0.07966,1.03992,-176.93027,11.41217,-16.399845,0.01220426,0.98489857,-0.13923405,0.102175035
0.201971,0.001159,-0.974841,-5.5649996,-3.2812498,2.68625,0.15274,-0.07742,1.0448201,-177.00938,11.1401005,-16.361025,0.011900947,0.9851759,-0.1390651,0.09973788
0.201971,0.001159,-0.974841,-5.5649996,-3.2812498,2.68625,0.15190001,-0.07644,1.04538,-177.0227,11.061761,-16.338713,0.011904239,0.9852673,-0.1389118,0.09904638
0.20056799,0.00122,-0.975451,-6.2299995,-1.5137498,2.3012497,0.15190001,-0.07378,1.0479001,-177.05118,11.034118,-16.29584,0.011730932,0.9853443,-0.13857721,0.09876993
0.203313,-7.93E-04,-0.98130697,-6.2299995,-1.5137498,2.3012497,0.15386,-0.074480005,1.03656,-177.10556,11.108192,-16.263866,0.011198387,0.9853289,-0.13832417,0.09933754
0.203313,-7.93E-04,-0.98130697,-6.7812495,-0.48125,2.4149997,0.15204,-0.074760005,1.0427201,-177.0665,11.156246,-16.250263,0.011486144,0.9853027,-0.138157,0.09979623
0.209352,0.007503,-0.98740697,-4.9437494,2.2925,2.065,0.14840001,-0.07574,1.04454,-176.69151,11.364717,-16.231596,0.01446598,0.985113,-0.13759226,0.102036245
0.209352,0.007503,-0.98740697,-4.9437494,2.2925,2.065,0.14602001,-0.07266,1.04216,-176.75548,11.440314,-16.147224,0.013897266,0.98515975,-0.13689622,0.102598585
0.186233,6.10E-04,-0.996435,-3.96375,1.5137498,1.8987501,0.14658001,-0.07462,1.04314,-177.30244,10.584649,-16.023052,0.010357513,0.9860481,-0.1365898,0.09457828
0.186233,6.10E-04,-0.996435,-3.96375,1.5137498,1.8987501,0.14462,-0.071540006,1.04678,-177.34035,10.322271,-15.982968,0.010386129,0.9862984,-0.13635758,0.09227285
0.20374,0.008296,-0.99503195,-4.13,0.83125,1.4525,0.14658001,-0.07,1.05084,-176.89285,10.8137245,-15.957237,0.01365525,0.98590595,-0.13560529,0.09702754
0.20428899,0.003599,-0.991921,-5.25875,1.0325,0.77874994,0.14798,-0.07644,1.0458,-176.92972,11.052636,-15.890586,0.013102559,0.9857999,-0.13498046,0.09903019
0.20428899,0.003599,-0.991921,-5.25875,1.0325,0.77874994,0.14798,-0.07434,1.0507001,-176.97578,11.1268425,-15.806,0.01268917,0.98584497,-0.13426712,0.09960449
0.188917,0.002562,-0.983076,-5.8799996,1.3825,-0.49875,0.14434001,-0.0735,1.04678,-177.1373,10.650953,-15.664956,0.011994877,0.9864027,-0.13334982,0.095308155
0.188917,0.002562,-0.983076,-5.8799996,1.3825,-0.49875,0.14028001,-0.07714,1.04846,-177.05511,10.506079,-15.592346,0.012936415,0.98658913,-0.13270421,0.09414926
0.188124,3.05E-04,-0.994605,-4.69,1.14625,-0.29749998,0.14028001,-0.071540006,1.0472001,-177.32678,10.387587,-15.4791,0.010830922,0.986838,-0.13198845,0.092804074
0.185928,0.001159,-0.98252696,-3.77125,-1.14625,0.56,0.14056,-0.07784,1.04706,-177.226,10.27324,-15.457844,0.011851952,0.98693824,-0.13175963,0.09193377
0.185928,0.001159,-0.98252696,-3.77125,-1.14625,0.56,0.14644,-0.070980005,1.04384,-177.38573,10.250313,-15.378468,0.010566779,0.987062,-0.13121085,0.09154536
0.18598899,0.002745,-0.989237,-3.77125,-1.05,0.59499997,0.1463,-0.06888,1.0472001,-177.37572,10.185637,-15.304522,0.010788174,0.9871937,-0.13058534,0.09099308
0.18598899,0.002745,-0.989237,-3.77125,-1.05,0.59499997,0.13608,-0.06762,1.04762,-177.35522,10.167583,-15.245094,0.011032973,0.9872727,-0.13006254,0.09085527
0.183854,0.005124,-0.995337,-3.0012498,-0.6999999,0.50749993,0.14126,-0.06706,1.0549,-177.365,10.036993,-15.157787,0.011169884,0.9874685,-0.12935717,0.08971112
0.179401,-0.004453,-0.998204,-3.0012498,-0.6999999,0.28,0.14014,-0.066080004,1.04524,-177.79617,9.911247,-15.064277,0.007672221,0.9877008,-0.12892129,0.088134326
0.179401,-0.004453,-0.998204,-2.9574997,-0.525,0.28,0.13902001,-0.060760003,1.0479001,-177.88089,9.878627,-14.992971,0.007034292,0.9878099,-0.12838015,0.0877536
0.187392,-0.00183,-0.99216497,-3.5349998,-0.28874996,0.36749998,0.14322,-0.0665,1.05154,-177.58351,10.187306,-14.976931,0.009255423,0.9875801,-0.12792692,0.090744406
0.187392,-0.00183,-0.99216497,-3.5349998,-0.28874996,0.36749998,0.14168,-0.06468,1.04916,-177.62245,10.2852335,-14.913229,0.008858354,0.98758084,-0.1273813,0.09153956
0.183549,-0.002806,-0.995215,-3.9549994,-0.061249997,0.09624999,0.13874,-0.06538,1.05098,-177.66603,10.160306,-14.848255,0.008676748,0.98774976,-0.12689064,0.09040998
0.183549,-0.002806,-0.995215,-3.9549994,-0.061249997,0.09624999,0.14042,-0.060900003,1.05224,-177.76031,10.12934,-14.763798,0.007965694,0.9878729,-0.12624523,0.090032905
0.190442,-0.005734,-0.994666,-3.7099998,-0.63874996,0.11374999,0.13846001,-0.0644,1.0551801,-177.74591,10.394641,-14.72476,0.007821063,0.9877153,-0.12582585,0.09233194
0.172813,-0.007076,-0.99588597,-4.2699995,-0.18374999,-0.2625,0.14042,-0.060760003,1.05392,-178.0318,9.827596,-14.619956,0.006075595,0.98826826,-0.12529181,0.08712541
0.172813,-0.007076,-0.99588597,-4.2699995,-0.18374999,-0.2625,0.13748,-0.05824,1.04748,-178.05914,9.65576,-14.553872,0.006081272,0.9884649,-0.12478388,0.085610494
0.172081,-0.010797,-1.001925,-3.1325,0.56,0.13125,0.13958,-0.067200005,1.04804,-178.09647,9.602427,-14.549996,0.005821654,0.9885089,-0.12479095,0.085109755
0.172081,-0.010797,-1.001925,-3.1325,0.56,0.13125,0.13902001,-0.05908,1.0530801,-178.24452,9.590975,-14.505793,0.004589835,0.98857176,-0.12452205,0.08484792
0.178181,-0.012017,-1.004426,-3.8674996,-0.07875,0.28,0.14,-0.063,1.05336,-178.14592,9.78282,-14.513284,0.0052219,0.9884225,-0.124469005,0.0866097
0.167567,-0.005246,-0.99844795,-3.7012498,-0.00875,0.525,0.13776,-0.06538,1.05126,-177.93672,9.416855,-14.516533,0.007430796,0.9886655,-0.124429256,0.08368118
0.167567,-0.005246,-0.99844795,-3.7012498,-0.00875,0.525,0.13622001,-0.06538,1.05476,-177.9382,9.308318,-14.508434,0.00754446,0.98874897,-0.124387085,0.08274292
0.17342299,-0.012017,-0.998631,-3.2199998,-1.4087499,0.9187499,0.14112,-0.061460003,1.0572801,-178.26434,9.52539,-14.492247,0.004501528,0.98863345,-0.12443445,0.08426022
0.17342299,-0.012017,-0.998631,-3.2199998,-1.4087499,0.9187499,0.14126,-0.06244,1.0521001,-178.23375,9.5857,-14.509814,0.004685683,0.9885707,-0.12454996,0.0848143
0.1647,-0.011773,-1.004121,-4.095,-1.2774999,0.9187499,0.13832,-0.061600003,1.05112,-178.28844,9.234032,-14.516427,0.004599147,0.9888095,-0.124724574,0.08172188
0.162626,-0.008479,-0.995093,-4.095,-1.2774999,-0.34124997,0.1393,-0.05838,1.04636,-178.23114,9.075206,-14.47322,0.005300123,0.98896104,-0.12434593,0.08041211
0.162626,-0.008479,-0.995093,-5.4512496,0.43749997,-0.34124997,0.1393,-0.06272,1.04958,-178.09851,9.070703,-14.460968,0.006458269,0.98897046,-0.12414806,0.08051641
